Department,Entity,Date of Payment,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Description,Supplier Post Code,Supplier Type
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",26/05/2021,Capital Grants To Private Sector - Companies,Energy Transformation And Clean Growth - Science And Innovation,Edf Energy Nuclear Generation Ltd,394876,181997,Net Zero Innovation - Nuclear-capital Grants To Private Sector - Companies,GL4 3RS,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",27/05/2021,R & D Outsourced Other,Energy Transformation And Clean Growth - Science And Innovation,Office For Nuclear Regulation,395034,42124.95,Net Zero Innovation - Nuclear-r & D Outsourced Other,L20 7HS,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",27/05/2021,Capital Grants To Private Sector - Companies,Energy Transformation And Clean Growth - Science And Innovation,U-battery Developments Ltd,395040,396457.92,Net Zero Innovation - Nuclear-capital Grants To Private Sector - Companies,SL2 4JS,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",05/05/2021,Stationery,Energy Transformation And Clean Growth - Clean Growth,"Personal Expense, Name Withheld",392021,12.99,Mf Devolved Admin-stationery,,EMPLOYEE
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",06/05/2021,Stationery,Energy Transformation And Clean Growth - Clean Growth,"Personal Expense, Name Withheld",392273,9.99,Mf Devolved Admin-stationery,,EMPLOYEE
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",10/05/2021,External Training,Energy Transformation And Clean Growth - Clean Growth,"Personal Expense, Name Withheld",392907,118.8,Mf Devolved Admin-external Training,,EMPLOYEE
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",12/05/2021,Stationery,Energy Transformation And Clean Growth - Clean Growth,"Personal Expense, Name Withheld",393284,19.99,Mf Devolved Admin-stationery,,EMPLOYEE
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",18/05/2021,Stationery,Energy Transformation And Clean Growth - Climate And Energy - Trade And Europe,"Personal Expense, Name Withheld",393904,230.9,Mf Devolved Admin-stationery,,EMPLOYEE
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",07/05/2021,Shared Legal Services (Decc),Energy Transformation And Clean Growth - Magnox Enquiry,Dla Piper Scotland Llp,392334,4492.32,Mf Devolved Admin-shared Legal Services (Decc),EH1 2AA,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",07/05/2021,Shared Legal Services (Decc),Energy Transformation And Clean Growth - Magnox Enquiry,Dla Piper Scotland Llp,392336,2900.5,Mf Devolved Admin-shared Legal Services (Decc),EH1 2AA,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",12/05/2021,Shared Legal Services (Decc),Energy Transformation And Clean Growth - Magnox Enquiry,Government Legal Department,393311,6634.5,Mf Devolved Admin-shared Legal Services (Decc),SW1H 9JS,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",11/05/2021,R & D Outsourced Other,Energy Transformation And Clean Growth - Science And Innovation,Glass Futures Ltd,387281,-134189.46,Net Zero Innovation Industry And Carbon Capture Demonstration-r & D Outsourced Other,S35 2PY,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",11/05/2021,R & D Outsourced Other,Energy Transformation And Clean Growth - Science And Innovation,Glass Futures Ltd,387281,268378.92,Net Zero Innovation Industry And Carbon Capture Demonstration-r & D Outsourced Other,S35 2PY,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",13/05/2021,R & D Outsourced Other,Energy Transformation And Clean Growth - Science And Innovation,John Fergus And Co Ltd,389667,35906.27,Net Zero Innovation Industry And Carbon Capture Demonstration-r & D Outsourced Other,KY6 2RX,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",04/05/2021,R & D Outsourced Other,Energy Transformation And Clean Growth - Science And Innovation,Pale Blue Dot Energy (Acorn) Limited,391808,808691.28,Net Zero Innovation Industry And Carbon Capture Demonstration-r & D Outsourced Other,AB31 4BW,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",05/05/2021,R & D Outsourced Other,Energy Transformation And Clean Growth - Science And Innovation,Itm Power (Trading) Ltd,391835,2281232.69,Net Zero Innovation Industry And Carbon Capture Demonstration-r & D Outsourced Other,S7 1NT,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",06/05/2021,R & D Outsourced Other,Energy Transformation And Clean Growth - Science And Innovation,Progressive Energy Ltd,391859,459635.33,Net Zero Innovation Industry And Carbon Capture Demonstration-r & D Outsourced Other,GL10 3RF,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",11/05/2021,Capital Grants To Private Sector - Companies,Energy Transformation And Clean Growth - Science And Innovation,Exergyn Ltd,392688,3957.59,Net Zero Innovation Industry And Carbon Capture Demonstration-capital Grants To Private Sector - Companies,D11,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",10/05/2021,R & D Outsourced Other,Energy Transformation And Clean Growth - Science And Innovation,Progressive Energy Ltd,392689,412905.52,Net Zero Innovation Industry And Carbon Capture Demonstration-r & D Outsourced Other,GL10 3RF,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",12/05/2021,R & D Outsourced Other,Energy Transformation And Clean Growth - Science And Innovation,Glass Futures Ltd,393239,25005.61,Net Zero Innovation Industry And Carbon Capture Demonstration-r & D Outsourced Other,S35 2PY,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",14/05/2021,R & D Outsourced Other,Energy Transformation And Clean Growth - Science And Innovation,Cranfield University,393475,424679.14,Net Zero Innovation Industry And Carbon Capture Demonstration-r & D Outsourced Other,MK43 0AL,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",14/05/2021,R & D Outsourced Other,Energy Transformation And Clean Growth - Science And Innovation,Mineral Products Association Ltd,393635,74823.32,Net Zero Innovation Industry And Carbon Capture Demonstration-r & D Outsourced Other,SW1V 1HU,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",20/05/2021,R & D Outsourced Other,Energy Transformation And Clean Growth - Science And Innovation,Bennamann Ltd,394270,18080.05,Net Zero Innovation Industry And Carbon Capture Demonstration-r & D Outsourced Other,TR8 4RY,VENDOR
