Department,Entity,Date of Payment,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Description,Supplier Post Code,Supplier Type
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",08/04/2021,Ict Outsourcing & Maintenance/Support,"Trade, Europe And Analysis - Analysis Directorate",Logix It Recruitment Ltd,389482,3125,Mf Devolved Admin-ict Outsourcing & Maintenance/Support,BR1 1NA,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",13/04/2021,Ict Outsourcing & Maintenance/Support,"Trade, Europe And Analysis - Analysis Directorate",Fordway Solutions Ltd,389545,14300,Mf Devolved Admin-ict Outsourcing & Maintenance/Support,GU7 1JJ,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",13/04/2021,Ict Outsourcing & Maintenance/Support,"Trade, Europe And Analysis - Analysis Directorate",Fordway Solutions Ltd,389547,142732.56,Mf Devolved Admin-ict Outsourcing & Maintenance/Support,GU7 1JJ,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",30/04/2021,Stationery,"Trade, Europe And Analysis - Analysis Directorate","Personal Expense, Name Withheld",391767,211.95,Mf Devolved Admin-stationery,,EMPLOYEE
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",09/04/2021,Stationery,"Trade, Europe And Analysis - Analysis Directorate","Personal Expense, Name Withheld",389606,26,Mf Devolved Admin-stationery,,EMPLOYEE
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",20/04/2021,Stationery,"Trade, Europe And Analysis - Analysis Directorate","Personal Expense, Name Withheld",390771,52,Mf Devolved Admin-stationery,,EMPLOYEE
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",20/04/2021,Stationery,"Trade, Europe And Analysis - Analysis Directorate","Personal Expense, Name Withheld",390774,26,Mf Devolved Admin-stationery,,EMPLOYEE
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",01/04/2021,Stationery,"Trade, Europe And Analysis - Analysis Directorate","Personal Expense, Name Withheld",388678,292.48,Mf Devolved Admin-stationery,,EMPLOYEE
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",06/04/2021,Consultancy Expenditure,Market Frameworks - Regulation Executive,Futurescaper Ltd,388830,4500,Eu Exit: No Specific Dexeu Issue Prog-consultancy Expenditure,EC2A 4NE,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",08/04/2021,Printing,Market Frameworks - Regulation Executive,Allied Publicity Services (Manchester) Ltd T/A Aps Group,388942,1046.76,Mf Devolved Admin-printing,SK3 0ZP,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",08/04/2021,Marketing And Media,Market Frameworks - Regulation Executive,2020 Delivery Ltd T/A The Psc,389303,40500,Eu Exit: No Specific Dexeu Issue Prog-marketing And Media,SE1 9LQ,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",13/04/2021,Stationery,Market Frameworks - Regulation Executive,"Personal Expense, Name Withheld",389935,200.82,Mf Devolved Admin-stationery,,EMPLOYEE
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",26/04/2021,Research And Development Expenditure,Market Frameworks - Regulation Executive,Public Group International Ltd,391140,122600,Mf Devolved Admin-research And Development Expenditure,SW1A 2HU,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",28/04/2021,Stationery,Market Frameworks - Regulation Executive,"Personal Expense, Name Withheld",391517,225.92,Mf Devolved Admin-stationery,,EMPLOYEE
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",29/04/2021,Current Grants To Private Sector - Npish,Market Frameworks - Regulation Executive,Oecd (Organisation For Economic Co-operation And Development),391693,98006,Eu Exit: No Specific Dexeu Issue Prog-current Grants To Private Sector - Npish,75775,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",08/04/2021,Stationery,Market Frameworks - Regulation Executive,"Personal Expense, Name Withheld",389293,52,Mf Devolved Admin-stationery,,EMPLOYEE
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",01/04/2021,Other Professional Services,Market Frameworks - Office For Product Safety And Standards,Tameside Metropolitan Borough Council,385518,-1600,Opss: National Capacity Intelligence-other Professional Services,OL6 0GS,GRANT
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",01/04/2021,Other Professional Services,Market Frameworks - Office For Product Safety And Standards,Tameside Metropolitan Borough Council,385518,3200,Opss: National Capacity Intelligence-other Professional Services,OL6 0GS,GRANT
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",08/04/2021,Technical Advice / Services & Support,Market Frameworks - Office For Product Safety And Standards,Bath & North East Somerset Council,387306,980,Opss: Strategic Regulation-technical Advice / Services & Support,BA1 1SN,WGA ONLY
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",01/04/2021,Other Professional Services,Market Frameworks - Office For Product Safety And Standards,Iff Research Ltd,388587,14594,Opss: National Capacity Market Surveilance And Consumer-other Professional Services,EC3R 6HD,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",01/04/2021,Publicity And Advertising,Market Frameworks - Office For Product Safety And Standards,Relx (Uk) Ltd,388626,982,Opss: Cross Cutting-publicity And Advertising,SM2 5AS,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",01/04/2021,Stationery,Market Frameworks - Office For Product Safety And Standards,"Personal Expense, Name Withheld",388680,60,Opss: National Capacity Organisational Cross Cutting-stationery,,EMPLOYEE
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",01/04/2021,Postage,Market Frameworks - Office For Product Safety And Standards,"Personal Expense, Name Withheld",388686,6.85,Opss: National Capacity Organisational Cross Cutting-postage,,EMPLOYEE
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",06/04/2021,Current Grants To Private Sector - Npish,Market Frameworks - Office For Product Safety And Standards,The British Standards Institution (Bsi),388822,45,Opss:Standards: Developments-current Grants To Private Sector - Npish,W4 4AL,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",07/04/2021,Stationery,Market Frameworks - Office For Product Safety And Standards,"Personal Expense, Name Withheld",389243,150,Eu Exit Core Beis Staff: Reg Delivery Workstream Adm-stationery,,EMPLOYEE
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",07/04/2021,Other Facilities Costs,Market Frameworks - Office For Product Safety And Standards,Clearly Secure Ltd,389270,450,Opss: Central/Core-other Facilities Costs,MK2 2AZ,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",13/04/2021,External Training,Market Frameworks - Office For Product Safety And Standards,Capita Business Services Ltd T/A Knowledgepool,389280,1844.89,Opss: National Capacity Enforcement-external Training,DL1 9HN,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",13/04/2021,External Training,Market Frameworks - Office For Product Safety And Standards,Capita Business Services Ltd T/A Knowledgepool,389281,1844.89,Opss: National Capacity Enforcement-external Training,DL1 9HN,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",08/04/2021,Other Professional Services,Market Frameworks - Office For Product Safety And Standards,The Waste And Resources Action Programme (Wrap),389295,15750,Opss: Evaluation And Research-other Professional Services,OX16 5BH,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",08/04/2021,Current Grants To Local Government,Market Frameworks - Office For Product Safety And Standards,Mid And East Antrim Borough Council,389319,34188,Opss: Eu Markets Surveillance-current Grants To Local Government,BT43 5EJ,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",08/04/2021,Exp - Miscellaneous Expenditure - Iexpenses,Market Frameworks - Office For Product Safety And Standards,"Personal Expense, Name Withheld",389404,96.87,Opss: National Capacity Organisational Cross Cutting-exp - Miscellaneous Expenditure - Iexpenses,,EMPLOYEE
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",08/04/2021,Current Grants To Private Sector - Npish,Market Frameworks - Office For Product Safety And Standards,The British Standards Institution (Bsi),389452,637517.26,Opss:Standards: Developments-current Grants To Private Sector - Npish,W4 4AL,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",08/04/2021,Current Grants To Private Sector - Npish,Market Frameworks - Office For Product Safety And Standards,The British Standards Institution (Bsi),389458,88750,Opss:Standards: Developments-current Grants To Private Sector - Npish,W4 4AL,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",08/04/2021,Current Grants To Local Government,Market Frameworks - Office For Product Safety And Standards,Gateshead Council,389462,8210.58,Opss: National Capacity Testing-current Grants To Local Government,NE8 1HH,GRANT
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",08/04/2021,Other Professional Services,Market Frameworks - Office For Product Safety And Standards,Sitel Uk Ltd,389488,1300,Opss: National Capacity Incident Management-other Professional Services,CV1 3BH,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",09/04/2021,Technical Advice / Services & Support,Market Frameworks - Office For Product Safety And Standards,Teignbridge District Council,389537,1447.23,Opss: Strategic Regulation-technical Advice / Services & Support,TQ12 4XX,WGA ONLY
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",09/04/2021,Technical Advice / Services & Support,Market Frameworks - Office For Product Safety And Standards,Teignbridge District Council,389537,1466.77,Opss: Strategic Regulation-technical Advice / Services & Support,TQ12 4XX,WGA ONLY
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",09/04/2021,Current Grants To Private Sector - Npish,Market Frameworks - Office For Product Safety And Standards,Chartered Trading Standards Institute,389541,66271.33,Opss: National Capacity Co-ordination-current Grants To Private Sector - Npish,SS15 6TH,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",09/04/2021,Professional Subscriptions,Market Frameworks - Office For Product Safety And Standards,"Personal Expense, Name Withheld",389586,170,Opss: National Capacity Scientific And Technical-professional Subscriptions,,EMPLOYEE
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",09/04/2021,Stationery,Market Frameworks - Office For Product Safety And Standards,"Personal Expense, Name Withheld",389587,50,Opss: National Capacity Organisational Cross Cutting-stationery,,EMPLOYEE
