Department,Entity,Date of Payment,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Description,Supplier Post Code,Supplier Type
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",10/06/2021,R & D Current Grants To Private Sector - Npish,Business Sectors - Advanced Manufacturing,Birmingham City Council,396567,36491,One Year Supply Chain Programme-r & D Current Grants To Private Sector - Npish,B2 2AJ,WGA ONLY
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",18/06/2021,Misc. Non Procurement Spend,Business Sectors - Advanced Manufacturing,Department For International Trade,396712,41408.99,Mf Devolved Admin-misc. Non Procurement Spend,SW1E 6SW,WGA ONLY
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",21/06/2021,Publications,Business Sectors - Advanced Manufacturing,Counterpoint Market Intelligence Ltd,397452,4080,Ali: Aerospace Market Analysis And Private Sector Advice-publications,OX12 0EA,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",28/06/2021,R & D Current Grants To Private Sector - Npish,Business Sectors - Advanced Manufacturing,Aerospace Technology Institute,398000,687190,Aerospace Technology Institute-r & D Current Grants To Private Sector - Npish,MK43 0TR,GRANT
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",11/06/2021,Stationery,Business Sectors - Advanced Manufacturing,"Personal Expense, Name Withheld",396784,90,Mf Devolved Admin-stationery,,EMPLOYEE
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",29/06/2021,Current Grants To Private Sector - Npish,Business Sectors - Advanced Manufacturing,Greater Manchester Combined Authority,398167,356863,Made Smarter Nw Pilot-current Grants To Private Sector - Npish,M60 2LA,WGA ONLY
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",29/06/2021,Current Grants To Private Sector - Npish,Business Sectors - Advanced Manufacturing,Sheffield City Region Combined Authority,398423,43640,Made Smarter Nw Pilot-current Grants To Private Sector - Npish,S1 2BQ,GRANT
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",01/06/2021,Exp - Miscellaneous Expenditure - Iexpenses,Business Sectors - Infrastructure And Materials,"Personal Expense, Name Withheld",395425,6.99,Mf Devolved Admin-exp - Miscellaneous Expenditure - Iexpenses,,EMPLOYEE
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",01/06/2021,Exp - Miscellaneous Expenditure - Iexpenses,Business Sectors - Infrastructure And Materials,"Personal Expense, Name Withheld",395425,14.99,Mf Devolved Admin-exp - Miscellaneous Expenditure - Iexpenses,,EMPLOYEE
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",01/06/2021,Exp - Miscellaneous Expenditure - Iexpenses,Business Sectors - Infrastructure And Materials,"Personal Expense, Name Withheld",395425,27.59,Mf Devolved Admin-exp - Miscellaneous Expenditure - Iexpenses,,EMPLOYEE
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",09/06/2021,External Legal Advice And Service,Business Sectors - Infrastructure And Materials,Hogan Lovells International Llp,396445,11434.73,Materials: Sponsorship-external Legal Advice And Service,EC1A 2FG,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",09/06/2021,Financial Advice And Services,Business Sectors - Infrastructure And Materials,Deloitte Llp,396453,38558,Materials: Sponsorship-financial Advice And Services,MK9 1FD,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",30/06/2021,Board Chairmen And Members Fees,Business Sectors - Infrastructure And Materials,Uk Government Investments (Ukgi),398730,9240,Mf Devolved Admin-board Chairmen And Members Fees,SW1H 0ET,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",07/06/2021,Stationery,Business Sectors - Infrastructure And Materials,"Personal Expense, Name Withheld",396040,115,Mf Devolved Admin-stationery,,EMPLOYEE
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",02/06/2021,Business Management Advice,Business Sectors - Office For Life Sciences,Cabinet Office,395594,4000,Mf Devolved Admin-business Management Advice,FY1 9JN,WGA ONLY
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",16/06/2021,Rail Travel Uk,Business Sectors - Office For Life Sciences,"Personal Expense, Name Withheld",397227,51.15,Mf Devolved Admin-rail Travel Uk,,EMPLOYEE
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",28/06/2021,Library Services,Business Sectors - Office For Life Sciences,Dun & Bradstreet Ltd,398369,7950,Ols: Sponsorship-library Services,SL7 1AJ,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",30/06/2021,Learning And Dev - Cs Skills,Business Sectors - Office For Life Sciences,Kpmg Llp,398835,249,Mf Devolved Admin-learning And Dev - Cs Skills,E14 5GL,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",03/06/2021,Uk Subscriptions,Market Frameworks - Consumer And Competition Policy,Financial Times Ltd (The),393649,4808,Mf Devolved Admin-uk Subscriptions,EC4M 9BT,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",08/06/2021,Stationery,Market Frameworks - Consumer And Competition Policy,"Personal Expense, Name Withheld",396372,14,Mf Devolved Admin-stationery,,EMPLOYEE
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",01/06/2021,Grant-in-aid To Arms Length Bodies,"Science, Innovation And Growth - International Science And Innovation",Ukri - Engineering And Physical Sciences Research Council,395503,195000000,Epsrc Financing-grant-in-aid To Arms Length Bodies,SN2 1FF,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",01/06/2021,Grant-in-aid To Arms Length Bodies,"Science, Innovation And Growth - International Science And Innovation",Ukri - Economic And Social Research Council,395504,50000000,Esrc Financing-grant-in-aid To Arms Length Bodies,SN2 1UJ,WGA ONLY
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",01/06/2021,Grant-in-aid To Arms Length Bodies,"Science, Innovation And Growth - International Science And Innovation",Ukri - Engineering And Physical Sciences Research Council,395505,15000000,Epsrc Financing-grant-in-aid To Arms Length Bodies,SN2 1FF,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",01/06/2021,Grant-in-aid To Arms Length Bodies,"Science, Innovation And Growth - International Science And Innovation",Ukri - Arts And Humanities Research Council,395507,25000000,Ahrc Financing-grant-in-aid To Arms Length Bodies,BS1 2AE,WGA ONLY
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",01/06/2021,Grant-in-aid To Arms Length Bodies,"Science, Innovation And Growth - International Science And Innovation",Innovate Uk,395508,120000000,Tsb Financing-grant-in-aid To Arms Length Bodies,SN2 1FL,WGA ONLY
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",01/06/2021,Grant-in-aid To Arms Length Bodies,"Science, Innovation And Growth - International Science And Innovation",Ukri - Science And Technology Facilities Council,395509,75000000,Stfc Financing-grant-in-aid To Arms Length Bodies,SN2 1FF,WGA ONLY
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",01/06/2021,Grant-in-aid To Arms Length Bodies,"Science, Innovation And Growth - International Science And Innovation",Ukri - Biotechnology And Biological Science Research Council,395510,60000000,Bbsrc Financing-grant-in-aid To Arms Length Bodies,SN2 1FF,WGA ONLY
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",01/06/2021,Grant-in-aid To Arms Length Bodies,"Science, Innovation And Growth - International Science And Innovation",Ukri - Medical Research Council,395511,130080000,Mrc Financing-grant-in-aid To Arms Length Bodies,W1N 4AL,WGA ONLY
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",01/06/2021,Grant-in-aid To Arms Length Bodies,"Science, Innovation And Growth - International Science And Innovation",Ukri - Engineering And Physical Sciences Research Council,395512,260000000,Epsrc Financing-grant-in-aid To Arms Length Bodies,SN2 1FF,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",01/06/2021,Grant-in-aid To Arms Length Bodies,"Science, Innovation And Growth - International Science And Innovation",Ukri - Natural Environment Research Council,395513,40000000,Nerc Financing-grant-in-aid To Arms Length Bodies,SN2 1EU,WGA ONLY
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",07/06/2021,Current Grants To Central Government,"Science, Innovation And Growth - International Science And Innovation",Ukri - Biotechnology And Biological Science Research Council,395802,5500000,Research Councils Pension Scheme (Bbsrc) - Grant-current Grants To Central Government,SN2 1UH,WGA ONLY
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",25/06/2021,Advertising For Public Appointment,"Science, Innovation And Growth - International Science And Innovation",Saxton Bampfylde Hever Ltd,398303,8125,Advanced Research And Invention Agency Programme-advertising For Public Appointment,WC2E 7EG,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",09/06/2021,Hire Of Agency Staff,Business Sectors - Services,Alexander Mann Solutions Ltd,395411,340.08,Mf Devolved Admin-hire Of Agency Staff,EC2N 3AQ,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",09/06/2021,Business Management Advice,Business Sectors - Services,Alexander Mann Solutions Ltd,395411,1845.18,Mf Devolved Admin-business Management Advice,EC2N 3AQ,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",24/06/2021,Exp - Miscellaneous Expenditure - Iexpenses,Business Sectors - Services,"Personal Expense, Name Withheld",396862,7.99,Mf Devolved Admin-exp - Miscellaneous Expenditure - Iexpenses,,EMPLOYEE
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",24/06/2021,Exp - Miscellaneous Expenditure - Iexpenses,Business Sectors - Services,"Personal Expense, Name Withheld",396862,8.23,Mf Devolved Admin-exp - Miscellaneous Expenditure - Iexpenses,,EMPLOYEE
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",24/06/2021,Exp - Miscellaneous Expenditure - Iexpenses,Business Sectors - Services,"Personal Expense, Name Withheld",396862,108,Mf Devolved Admin-exp - Miscellaneous Expenditure - Iexpenses,,EMPLOYEE
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",18/06/2021,Hire Of Agency Staff,Business Sectors - Services,Alexander Mann Solutions Ltd,397434,2100.12,Mf Devolved Admin-hire Of Agency Staff,EC2N 3AQ,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",22/06/2021,Hire Of Agency Staff,Business Sectors - Services,Alexander Mann Solutions Ltd,397800,3746.16,Mf Devolved Admin-hire Of Agency Staff,EC2N 3AQ,VENDOR
"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",07/06/2021,Consultancy Expenditure,Vaccines Taskforce - Vaccines Taskforce,Alexander Mann Solutions Ltd,395304,615.94,Mf Devolved Admin-consultancy Expenditure,EC2N 3AQ,VENDOR
